;REPORTE SEMANAL COMIDA RAPIDA,,,,,,,
;Filtro:(Fecha Venta  Between  9/11/2020 AND 15/11/2020)  AND (Departamento  = COMIDA RAPIDA) ,,,,,,,
Article Description,Category,Departament,Date of Sale,Sold Quantity,Total Sales,Total (Without Tax),Sale hour
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,14/11/2020 12:30:46,1,115,100,12:30:46.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,14/11/2020 10:34:55,1,115,100,10:34:55.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,9/11/2020 18:12:24,1,92,80,18:12:24.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,9/11/2020 19:02:24,1,115,100,19:02:24.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,14/11/2020 12:06:18,1,115,100,12:06:18.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,14/11/2020 13:24:28,2,230,200,13:24:28.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,14/11/2020 18:16:26,1,115,100,18:16:26.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,14/11/2020 21:36:17,1,115,100,21:36:17.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,10/11/2020 11:22:08,2,230,200,11:22:08.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,10/11/2020 13:15:50,1,115,100,13:15:50.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,10/11/2020 15:33:29,1,115,100,15:33:29.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,10/11/2020 17:39:25,2,230,200,17:39:25.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,10/11/2020 17:52:56,2,230,200,17:52:56.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,11/11/2020 09:54:13,1,115,100,09:54:13.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,11/11/2020 18:12:06,1,115,100,18:12:06.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,11/11/2020 17:17:38,2,230,200,17:17:38.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,11/11/2020 18:20:06,1,115,100,18:20:06.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,11/11/2020 20:54:12,1,115,100,20:54:12.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 09:11:48,1,115,100,09:11:48.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 09:22:02,1,115,100,09:22:02.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 09:52:47,1,115,100,09:52:47.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 10:03:01,2,230,200,10:03:01.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 12:23:33,1,115,100,12:23:33.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 13:53:23,3,345,300,13:53:23.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 14:28:46,2,230,200,14:28:46.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 14:31:16,1,115,100,14:31:16.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 14:50:51,2,230,200,14:50:51.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 15:07:31,1,115,100,15:07:31.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,15/11/2020 07:32:00,1,115,100,07:32:00.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,15/11/2020 09:50:50,1,115,100,09:50:50.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,15/11/2020 10:45:45,1,115,100,10:45:45.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,15/11/2020 13:35:56,2,230,200,13:35:56.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,15/11/2020 15:58:04,1,115,100,15:58:04.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,15/11/2020 17:06:25,1,115,100,17:06:25.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,15/11/2020 20:33:39,2,230,200,20:33:39.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,15/11/2020 20:50:31,2,230,200,20:50:31.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,13/11/2020 11:03:51,1,115,100,11:03:51.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 15:26:02,1,115,100,15:26:02.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 19:34:13,1,115,100,19:34:13.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,12/11/2020 21:20:46,1,115,100,21:20:46.0000000
CB HAMBURGUESA RES,CB/HAMBURGUESAS,COMIDA RAPIDA,13/11/2020 10:01:49,1,115,100,10:01:49.0000000
 CB HD BACON CHEESE,,,,4.00,L376.00,L326.96,
CB HD BACON CHEESE,CB/HOT DOG,COMIDA RAPIDA,14/11/2020 12:29:34,1,94,81.7391,12:29:34.0000000
CB HD BACON CHEESE,CB/HOT DOG,COMIDA RAPIDA,14/11/2020 20:27:31,1,94,81.7391,20:27:31.0000000
CB HD BACON CHEESE,CB/HOT DOG,COMIDA RAPIDA,12/11/2020 09:57:22,1,94,81.7391,09:57:22.0000000
CB HD BACON CHEESE,CB/HOT DOG,COMIDA RAPIDA,15/11/2020 19:39:59,1,94,81.7391,19:39:59.0000000
 CB HD CLASICO+REF+PAPAS,,,,9.00,L684.00,L594.78,
CB HD CLASICO+REF+PAPAS,CB/HOT DOG,COMIDA RAPIDA,9/11/2020 20:06:30,3,228,198.2609,20:06:30.0000000
CB HD CLASICO+REF+PAPAS,CB/HOT DOG,COMIDA RAPIDA,10/11/2020 17:12:16,1,76,66.087,17:12:16.0000000
CB HD CLASICO+REF+PAPAS,CB/HOT DOG,COMIDA RAPIDA,12/11/2020 10:49:27,1,76,66.087,10:49:27.0000000
CB HD CLASICO+REF+PAPAS,CB/HOT DOG,COMIDA RAPIDA,12/11/2020 11:29:33,1,76,66.087,11:29:33.0000000
CB HD CLASICO+REF+PAPAS,CB/HOT DOG,COMIDA RAPIDA,12/11/2020 12:05:10,1,76,66.087,12:05:10.0000000
CB HD CLASICO+REF+PAPAS,CB/HOT DOG,COMIDA RAPIDA,15/11/2020 12:07:26,2,152,132.1739,12:07:26.0000000
 CB HD SUPREMO+REF21OZ,,,,56.00,"L5,244.00","L4,560.00",
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,13/11/2020 07:49:15,1,95,82.6087,07:49:15.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,13/11/2020 09:44:42,1,95,82.6087,09:44:42.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,13/11/2020 14:24:11,1,95,82.6087,14:24:11.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,13/11/2020 15:54:32,1,95,82.6087,15:54:32.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,13/11/2020 16:03:51,1,95,82.6087,16:03:51.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,13/11/2020 17:40:03,1,95,82.6087,17:40:03.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,13/11/2020 19:31:16,2,190,165.2174,19:31:16.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,9/11/2020 09:47:02,1,95,82.6087,09:47:02.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,9/11/2020 09:56:37,1,95,82.6087,09:56:37.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,9/11/2020 12:48:11,1,95,82.6087,12:48:11.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,9/11/2020 13:14:47,1,95,82.6087,13:14:47.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,13/11/2020 21:06:01,1,76,66.087,21:06:01.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,14/11/2020 12:49:12,1,95,82.6087,12:49:12.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,9/11/2020 16:22:56,1,95,82.6087,16:22:56.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,9/11/2020 17:32:00,2,190,165.2174,17:32:00.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,9/11/2020 18:47:39,1,95,82.6087,18:47:39.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,9/11/2020 18:58:53,1,76,66.087,18:58:53.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,9/11/2020 20:16:13,1,95,82.6087,20:16:13.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,9/11/2020 19:45:41,1,95,82.6087,19:45:41.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,14/11/2020 11:19:53,1,95,82.6087,11:19:53.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,14/11/2020 17:20:13,1,95,82.6087,17:20:13.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,14/11/2020 19:34:14,2,190,165.2174,19:34:14.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,14/11/2020 20:51:25,2,190,165.2174,20:51:25.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,14/11/2020 21:24:52,1,95,82.6087,21:24:52.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,14/11/2020 21:42:48,1,95,82.6087,21:42:48.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,10/11/2020 08:58:26,1,95,82.6087,08:58:26.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,10/11/2020 09:04:54,2,190,165.2174,09:04:54.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,10/11/2020 11:56:18,1,95,82.6087,11:56:18.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,10/11/2020 13:18:37,1,95,82.6087,13:18:37.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,10/11/2020 16:35:15,1,95,82.6087,16:35:15.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,10/11/2020 17:54:29,1,95,82.6087,17:54:29.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,10/11/2020 18:40:58,1,95,82.6087,18:40:58.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,10/11/2020 21:47:43,1,95,82.6087,21:47:43.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,11/11/2020 08:42:16,1,95,82.6087,08:42:16.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,11/11/2020 12:13:06,1,95,82.6087,12:13:06.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,11/11/2020 16:32:31,1,95,82.6087,16:32:31.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,11/11/2020 17:46:13,1,95,82.6087,17:46:13.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,11/11/2020 18:20:06,1,95,82.6087,18:20:06.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,11/11/2020 21:24:04,1,95,82.6087,21:24:04.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,12/11/2020 10:49:27,1,95,82.6087,10:49:27.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,15/11/2020 09:16:27,1,95,82.6087,09:16:27.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,15/11/2020 12:13:17,1,95,82.6087,12:13:17.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,15/11/2020 15:20:00,1,95,82.6087,15:20:00.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,15/11/2020 19:15:57,1,95,82.6087,19:15:57.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,15/11/2020 18:57:26,1,95,82.6087,18:57:26.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,15/11/2020 20:15:28,2,152,132.1739,20:15:28.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,12/11/2020 15:41:33,1,95,82.6087,15:41:33.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,12/11/2020 19:14:14,1,95,82.6087,19:14:14.0000000
CB HD SUPREMO+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,12/11/2020 21:50:44,2,190,165.2174,21:50:44.0000000
 CB HD+REF21OZ,,,,7.00,L518.00,L450.43,
CB HD+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,9/11/2020 12:36:33,1,74,64.3478,12:36:33.0000000
CB HD+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,14/11/2020 17:51:54,3,222,193.0435,17:51:54.0000000
CB HD+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,14/11/2020 18:20:47,1,74,64.3478,18:20:47.0000000
CB HD+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,14/11/2020 18:27:20,1,74,64.3478,18:27:20.0000000
CB HD+REF21OZ,CB/HOT DOG,COMIDA RAPIDA,11/11/2020 12:24:13,1,74,64.3478,12:24:13.0000000
 CB MUSLO Y PIERNA,,,,258.00,"L28,270.00","L28,270.00",
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 12:00:46,1,110,110,12:00:46.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 12:01:36,1,110,110,12:01:36.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 09:28:17,1,110,110,09:28:17.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 12:17:30,1,110,110,12:17:30.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 12:31:47,3,330,330,12:31:47.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 12:17:57,1,110,110,12:17:57.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 12:32:04,1,110,110,12:32:04.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 13:28:19,1,110,110,13:28:19.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 14:33:24,1,110,110,14:33:24.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 14:39:38,1,110,110,14:39:38.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 14:51:25,1,110,110,14:51:25.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 14:18:23,1,110,110,14:18:23.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 14:39:27,1,110,110,14:39:27.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 14:39:27,1,110,110,14:39:27.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 15:26:54,1,110,110,15:26:54.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 15:51:24,1,110,110,15:51:24.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 16:22:59,2,220,220,16:22:59.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 16:51:02,1,110,110,16:51:02.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 18:07:46,1,110,110,18:07:46.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 19:00:15,1,110,110,19:00:15.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 19:41:15,1,88,88,19:41:15.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 19:41:34,1,110,110,19:41:34.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 20:20:34,2,220,220,20:20:34.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 08:46:00,2,220,220,08:46:00.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 09:00:44,2,220,220,09:00:44.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 10:02:46,1,110,110,10:02:46.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 10:28:22,1,110,110,10:28:22.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 11:28:52,1,110,110,11:28:52.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 11:30:20,2,220,220,11:30:20.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 12:22:49,1,110,110,12:22:49.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 12:39:37,1,110,110,12:39:37.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 12:51:20,1,110,110,12:51:20.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 13:24:11,2,220,220,13:24:11.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 13:25:34,1,110,110,13:25:34.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 13:44:44,1,110,110,13:44:44.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 14:03:12,1,110,110,14:03:12.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 14:35:15,1,110,110,14:35:15.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 15:40:47,2,220,220,15:40:47.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 16:02:23,2,220,220,16:02:23.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 18:07:19,1,110,110,18:07:19.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 19:58:02,1,110,110,19:58:02.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,13/11/2020 21:07:25,1,110,110,21:07:25.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 12:14:36,1,110,110,12:14:36.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 12:18:31,1,110,110,12:18:31.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 12:33:14,1,88,88,12:33:14.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 13:07:20,1,110,110,13:07:20.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 14:03:11,1,110,110,14:03:11.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 10:13:31,1,110,110,10:13:31.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 11:19:47,1,110,110,11:19:47.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 16:26:14,1,110,110,16:26:14.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 16:33:55,1,110,110,16:33:55.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 16:46:32,1,110,110,16:46:32.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 17:23:52,1,110,110,17:23:52.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 16:45:26,2,220,220,16:45:26.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 16:50:25,1,110,110,16:50:25.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 18:47:39,1,110,110,18:47:39.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 18:54:53,1,110,110,18:54:53.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 19:56:40,1,110,110,19:56:40.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,9/11/2020 20:31:19,2,220,220,20:31:19.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 10:36:30,1,110,110,10:36:30.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 11:35:00,1,110,110,11:35:00.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 12:17:40,1,110,110,12:17:40.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 12:29:49,2,220,220,12:29:49.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 12:38:31,1,110,110,12:38:31.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 13:07:54,1,110,110,13:07:54.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 13:45:34,2,220,220,13:45:34.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 14:18:53,2,220,220,14:18:53.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 14:36:05,1,110,110,14:36:05.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 15:36:22,1,110,110,15:36:22.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 14:45:18,1,110,110,14:45:18.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 16:04:28,1,110,110,16:04:28.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 16:08:48,1,88,88,16:08:48.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 18:13:05,1,110,110,18:13:05.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 18:15:22,1,110,110,18:15:22.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 19:03:05,1,110,110,19:03:05.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 19:07:57,1,110,110,19:07:57.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,14/11/2020 20:46:10,2,220,220,20:46:10.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 09:39:40,1,110,110,09:39:40.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 10:38:22,1,110,110,10:38:22.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 10:59:40,2,220,220,10:59:40.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 11:09:27,2,220,220,11:09:27.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 11:13:19,1,110,110,11:13:19.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 11:38:40,1,110,110,11:38:40.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 11:39:30,1,110,110,11:39:30.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 11:53:48,1,110,110,11:53:48.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 12:25:20,2,220,220,12:25:20.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 12:33:38,1,110,110,12:33:38.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 12:54:19,1,110,110,12:54:19.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 12:56:38,2,220,220,12:56:38.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 12:57:27,1,110,110,12:57:27.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 13:11:30,2,220,220,13:11:30.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 14:28:14,1,110,110,14:28:14.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 14:03:03,2,220,220,14:03:03.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 14:09:11,1,110,110,14:09:11.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 14:54:17,1,110,110,14:54:17.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 17:01:16,1,110,110,17:01:16.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 17:19:01,1,110,110,17:19:01.0000000
CB MUSLO Y PIERNA,CB/POLLO,COMIDA RAPIDA,10/11/2020 17:25:03,1,110,110,17:25:03.0000000
